Date,PM2.5,PM10,NO2,NH3,SO2,CO,Ozone,AT,AQI,AQI_Standard
2020-07-08,21.28,51.68,17.52,14.25,8.73,0.71,37.22,30.38,51.68,Satisfactory
2020-07-09,15.33,44.54,11.39,15.03,5.19,0.72,39.59,30.38,44.54,Good
2020-07-10,11.29,33.45,6.86,16.09,10.52,0.76,43.16,30.38,43.16,Good
2020-07-11,12.54,39.84,10.45,12.33,4.95,0.67,40.22,30.38,40.22,Good
2020-07-12,20.79,48.1,8.99,12.4,10.27,0.62,55.74,30.38,55.74,Satisfactory
2020-07-13,21.99,49.55,14.46,11.82,10.34,0.76,43.32,30.38,49.55,Good
2020-07-14,15.81,43.35,8.38,15.12,4.14,0.67,46.34,30.38,46.34,Good
2020-07-15,13.47,26.06,11.05,15.06,2.44,0.63,32.16,30.38,32.16,Good
2020-07-16,6.91,13.59,7.52,13.73,4.47,0.68,31.76,30.38,34.0,Good
2020-07-17,5.12,15.57,6.75,16.06,3.34,0.68,31.56,30.38,34.0,Good
2020-07-18,7.07,18.69,5.35,12.13,4.41,0.71,34.12,30.38,35.5,Good
2020-07-19,6.86,29.3,9.59,11.3,5.92,0.76,31.56,30.38,38.0,Good
2020-07-20,6.65,39.92,13.83,10.48,7.43,0.81,29.01,30.38,40.5,Good
2020-07-21,10.61,31.48,12.7,9.3,4.7,0.72,28.26,30.38,36.0,Good
2020-07-22,14.29,31.13,16.85,9.75,8.95,0.72,28.28,30.38,36.0,Good
2020-07-23,7.35,20.23,6.37,11.98,3.89,0.74,44.46,30.38,44.46,Good
2020-07-24,17.05,36.81,16.71,13.17,9.8,0.77,28.71,30.38,38.5,Good
2020-07-25,13.59,32.4,6.8,12.4,11.88,0.67,41.93,30.38,41.93,Good
2020-07-26,14.81,38.79,8.24,12.37,10.46,0.76,51.35,30.38,51.35,Satisfactory
2020-07-27,21.72,55.68,22.06,7.43,6.93,0.75,33.69,30.38,55.68,Satisfactory
2020-07-28,26.98,55.88,18.45,4.97,8.1,0.73,32.63,30.38,55.88,Satisfactory
2020-07-29,6.6,23.87,0.34,8.83,2.59,0.71,1.03,30.38,35.5,Good
2020-07-30,9.21,23.83,3.36,7.44,7.63,0.67,23.44,30.38,33.5,Good
2020-07-31,9.72,25.27,6.35,7.44,5.66,0.69,14.44,30.38,34.5,Good
2020-08-01,6.98,19.18,3.86,7.3,5.48,0.62,27.46,30.38,31.0,Good
2020-08-02,16.05,29.02,5.48,6.79,3.89,0.78,40.11,30.38,40.11,Good
2020-08-03,37.78,70.78,15.08,6.35,2.25,1.05,54.93,30.38,70.78,Satisfactory
2020-08-04,27.75,43.49,19.74,6.85,3.99,1.37,26.28,30.38,68.5,Satisfactory
2020-08-05,5.11,7.37,15.25,11.05,1.6,1.27,45.62,30.38,63.5,Satisfactory
2020-08-06,9.97,36.64,10.77,9.05,2.13,1.29,36.57,30.38,64.5,Satisfactory
2020-08-07,17.8,65.91,8.39,8.55,4.29,1.19,40.27,30.38,65.91,Satisfactory
2020-08-08,15.66,42.64,3.38,5.38,2.48,1.21,51.42,30.38,60.5,Satisfactory
2020-08-09,10.54,32.51,1.6,7.08,2.14,1.17,44.28,30.38,58.5,Satisfactory
2020-08-10,7.13,31.94,4.41,7.11,2.13,1.0,34.6,30.38,50.0,Good
2020-08-11,12.53,37.78,4.3,6.98,4.7,1.16,49.15,30.38,58.0,Satisfactory
2020-08-12,17.03,44.81,12.22,7.88,3.48,1.18,49.21,30.38,59.0,Satisfactory
2020-08-13,7.9,33.63,12.32,11.2,2.09,1.08,38.3,30.38,54.0,Satisfactory
2020-08-14,6.63,36.79,15.71,10.84,2.14,1.04,30.86,30.38,52.0,Satisfactory
2020-08-15,9.78,20.91,13.26,12.38,1.86,1.28,36.44,30.38,64.0,Satisfactory
2020-08-16,12.93,25.69,14.6,12.38,4.43,1.08,36.3,30.38,54.0,Satisfactory
2020-08-17,10.35,29.51,23.41,10.69,2.36,1.17,25.71,30.38,58.5,Satisfactory
2020-08-18,14.58,22.46,25.96,7.89,3.32,1.29,27.61,30.38,64.5,Satisfactory
2020-08-19,10.71,15.85,14.68,11.51,2.23,1.26,31.36,30.38,63.0,Satisfactory
2020-08-20,4.82,8.51,6.59,14.2,1.94,1.07,38.76,30.38,53.5,Satisfactory
2020-08-21,7.25,15.86,7.62,13.23,1.81,1.03,33.45,30.38,51.5,Satisfactory
2020-08-22,17.27,31.98,30.39,8.88,3.03,1.37,27.27,30.38,68.5,Satisfactory
2020-08-23,22.92,39.25,24.57,10.65,3.61,1.16,29.61,30.38,58.0,Satisfactory
2020-08-24,26.52,49.05,34.75,9.64,5.86,1.21,32.62,30.38,60.5,Satisfactory
2020-08-25,23.59,45.09,23.8,15.69,2.87,1.3,42.2,30.38,65.0,Satisfactory
2020-08-26,9.53,16.64,17.52,17.17,1.88,1.13,35.96,30.38,56.5,Satisfactory
2020-08-27,8.82,18.43,8.17,14.48,1.57,1.01,38.41,30.38,50.5,Satisfactory
2020-08-28,18.3,36.94,17.1,10.79,6.33,1.14,37.81,30.38,57.0,Satisfactory
2020-08-29,20.09,46.2,15.85,10.16,4.99,1.09,48.51,30.38,54.5,Satisfactory
2020-08-30,21.19,49.08,17.44,8.51,9.18,1.2,49.41,30.38,60.0,Satisfactory
2020-08-31,25.08,50.63,12.59,7.66,4.9,1.25,49.06,30.38,62.5,Satisfactory
2020-09-01,25.28,45.6,31.81,6.61,4.64,1.28,24.91,30.38,64.0,Satisfactory
2020-09-02,15.93,32.85,27.77,8.19,4.48,1.13,20.61,30.38,56.5,Satisfactory
2020-09-03,12.62,26.44,22.12,9.45,4.29,1.13,23.19,30.38,56.5,Satisfactory
2020-09-04,14.91,35.1,28.18,3.21,7.32,1.26,22.79,30.38,63.0,Satisfactory
2020-09-05,13.82,36.87,16.87,5.45,11.95,1.11,26.99,30.38,55.5,Satisfactory
2020-09-06,11.75,26.29,12.73,6.28,10.76,1.07,28.09,30.38,53.5,Satisfactory
2020-09-07,8.45,20.33,9.78,7.67,11.85,1.11,30.89,30.38,55.5,Satisfactory
2020-09-08,10.21,28.32,24.89,4.16,5.12,1.26,29.0,30.38,63.0,Satisfactory
2020-09-09,21.69,52.82,28.27,13.35,8.13,1.27,34.53,30.38,63.5,Satisfactory
2020-09-10,17.11,32.03,18.03,13.44,8.36,1.33,35.48,30.38,66.5,Satisfactory
2020-09-11,9.76,16.96,6.59,15.96,8.62,1.09,35.21,30.38,54.5,Satisfactory
2020-09-12,8.59,18.33,10.99,15.35,4.54,1.12,23.39,30.38,56.0,Satisfactory
2020-09-13,6.27,17.67,10.44,14.88,4.02,1.2,21.75,30.38,60.0,Satisfactory
2020-09-14,7.22,26.46,13.02,16.08,4.07,1.19,20.77,30.38,59.5,Satisfactory
2020-09-15,7.53,24.35,17.75,12.92,5.65,1.23,25.61,30.38,61.5,Satisfactory
2020-09-16,9.76,22.7,12.98,14.45,5.83,1.3,32.06,30.38,65.0,Satisfactory
2020-09-17,10.9,24.71,9.46,15.73,9.03,1.3,46.12,30.38,65.0,Satisfactory
2020-09-18,13.99,26.95,17.91,14.82,5.75,1.37,35.67,30.38,68.5,Satisfactory
2020-09-19,21.46,48.52,26.03,12.22,7.16,1.39,41.82,30.38,69.5,Satisfactory
2020-09-20,20.57,40.6,19.44,14.77,7.11,1.37,39.47,30.38,68.5,Satisfactory
2020-09-21,8.92,18.78,12.07,18.56,4.11,1.2,27.48,30.38,60.0,Satisfactory
2020-09-22,10.3,25.14,17.29,15.28,5.13,1.4,30.99,30.38,70.0,Satisfactory
2020-09-23,9.07,22.52,18.54,14.85,3.97,1.22,21.92,30.38,61.0,Satisfactory
2020-09-24,11.87,32.48,15.8,13.38,5.78,1.34,32.68,30.38,67.0,Satisfactory
2020-09-25,14.82,42.7,19.54,12.68,6.5,1.29,29.77,30.38,64.5,Satisfactory
2020-09-26,20.45,48.98,24.8,11.81,6.29,1.36,32.71,30.38,68.0,Satisfactory
2020-09-27,25.33,53.27,19.06,15.08,8.01,1.3,61.11,30.38,65.0,Satisfactory
2020-09-28,50.93,99.39,35.45,10.42,5.89,1.46,44.95,30.38,99.39,Satisfactory
2020-09-29,24.17,47.02,22.32,5.74,5.01,0.36,38.49,30.38,47.02,Good
2020-09-30,17.58,33.72,23.27,4.9,6.32,0.39,35.76,30.38,35.76,Good
2020-10-01,14.02,33.22,19.21,7.34,6.58,0.33,33.65,30.38,33.65,Good
2020-10-02,9.83,21.55,11.77,8.34,4.36,0.27,42.33,30.38,42.33,Good
2020-10-03,14.83,29.8,17.18,6.73,3.96,0.58,35.52,30.38,35.52,Good
2020-10-04,20.5,40.9,19.31,6.8,4.01,0.48,27.8,30.38,40.9,Good
2020-10-05,17.22,30.69,20.75,7.09,3.94,0.45,16.75,30.38,30.69,Good
2020-10-06,12.48,26.95,19.49,7.09,4.06,0.38,12.42,30.38,26.95,Good
2020-10-07,12.86,27.68,20.65,7.21,8.08,0.42,10.51,30.38,27.68,Good
2020-10-08,23.22,48.01,29.5,5.74,4.43,0.53,24.03,30.38,48.01,Good
2020-10-09,31.67,68.66,26.4,4.74,4.07,0.61,23.68,30.38,68.66,Satisfactory
2020-10-10,21.97,70.74,41.71,4.58,5.6,0.69,18.97,30.38,70.74,Satisfactory
2020-10-11,31.34,60.42,30.23,5.06,8.2,0.71,34.28,30.38,60.42,Satisfactory
2020-10-12,41.99,84.67,38.59,4.23,9.43,1.12,32.15,30.38,84.67,Satisfactory
2020-10-13,40.45,82.7,25.5,6.65,8.13,0.73,30.93,30.38,82.7,Satisfactory
2020-10-14,12.34,26.79,20.63,11.07,7.54,0.37,34.25,30.38,34.25,Good
2020-10-15,9.84,24.74,30.59,12.54,7.59,0.37,27.87,30.38,38.24,Good
2020-10-16,34.94,75.61,47.68,8.35,6.93,1.12,90.37,30.38,90.37,Satisfactory
2020-10-17,49.25,96.53,67.0,9.9,5.57,1.04,78.63,30.38,96.53,Satisfactory
2020-10-18,57.61,101.68,52.56,10.29,5.5,0.79,53.2,30.38,101.12,Moderately Polluted
2020-10-19,33.41,67.88,52.87,10.61,5.85,1.02,42.36,30.38,67.88,Satisfactory
2020-10-20,48.19,93.76,48.9,12.42,7.18,0.54,70.87,30.38,93.76,Satisfactory
2020-10-21,9.01,17.62,29.46,12.85,5.72,0.37,44.5,30.38,44.5,Good
2020-10-22,6.01,12.53,28.25,12.89,5.54,0.33,37.37,30.38,37.37,Good
2020-10-23,8.17,14.17,27.56,12.8,6.15,0.36,32.47,30.38,34.45,Good
2020-10-24,12.13,26.16,38.43,11.69,6.67,0.54,37.71,30.38,48.04,Good
2020-10-25,32.36,59.42,56.6,10.07,8.44,1.0,44.52,30.38,70.75,Satisfactory
2020-10-26,58.86,110.3,64.84,9.33,8.69,1.35,58.87,30.38,106.87,Moderately Polluted
2020-10-27,67.61,128.01,73.44,10.09,10.12,1.0,57.33,30.38,125.37,Moderately Polluted
2020-10-28,77.4,153.98,74.78,10.66,11.97,0.94,57.18,30.38,158.0,Moderately Polluted
2020-10-29,62.85,121.84,63.3,24.24,10.19,0.7,50.32,30.38,114.56,Moderately Polluted
2020-10-30,44.98,89.95,48.28,31.07,11.01,0.56,73.18,30.38,89.95,Satisfactory
2020-10-31,51.86,108.19,52.12,28.02,12.16,0.63,67.1,30.38,105.46,Moderately Polluted
2020-11-01,12.64,23.91,29.88,29.41,5.83,0.3,42.58,30.38,42.58,Good
